display_name,unique_label,team,pos,cost,own,player_code,full_name,team_code,name_ambiguous,player,cold_start,model_total,model_gw1_6,value_per_m,model_gw1,model_gw2,model_gw3,model_gw4,model_gw5,model_gw6,model_gw7,model_gw8,model_gw9,model_gw10,ffs_total,ffs_value_per_m,ffs_gw1,ffs_gw2,ffs_gw3,ffs_gw4,ffs_gw5,ffs_gw6,ffs_minus_model_1_6,solio_gw1,ffs_matched,model_attack_pts,model_cs_pts,model_defcon_pts,model_sd_mean,model_p95_mean,p_start_prior,exp_minutes,exp_minutes_src,minutes_prior,npxgi_rate90,xa_rate90,defcon_rate90,pen_xg90,pen_order,fk_order,corner_order,pl_apps,pl_minutes,pl_xg,pl_xa,pl_xg90,pl_xa90,pl_shots,pl_goals,pl_assists,xi_starts,xi_sheets,xi_rate,pre_minutes,pre_apps,pre_mean_minutes,pre_xg,pre_xa,own_att_strength,own_def_strength,own_att_rank,own_def_rank,own_market_z,own_blended_elo,title_odds_dec,releg_odds_dec,xga_env,ppda_2627,press_factor,promoted,ffs_price
Senesi,Senesi (TOT),Tottenham,DEF,6.0,7.9,221466,Marcos Senesi Barón,TOT,False,Senesi,False,33.11,19.12,5.5183333333333335,3.11,2.75,3.39,3.59,3.58,2.7,4.08,2.82,3.79,3.29,17.18,2.8633333333333333,3.35,3.44,2.77,3.13,2.67,1.82,-1.9400000000000013,,True,15.204,6.705,11.201,3.4853,9.2364,0.6500623580655743,88.01334702258725,player history,3842.0,0.1649634282726228,0.0924213377891832,12.348331777881477,0.0,,,,37.0,3288.0,1.59,5.02766301,0.043521897810218986,0.13761851304744527,17.0,0.0,6.0,37.0,37.0,1.0,81.0,1.0,81.0,0.0,0.0,-0.0511239337666682,-0.1320343685467415,15,17,0.4131043967098503,1777.0,41.0,17.0,1.5616840436848023,10.0,1.2135919166562028,0,6.0
Milenković,Milenković (NFO),Nott'm Forest,DEF,5.5,1.9,227444,Nikola Milenković,NFO,False,Milenković,False,32.96,20.96,5.992727272727273,3.48,3.43,3.55,3.05,4.04,3.41,2.81,3.67,2.84,2.69,18.96,3.4472727272727273,3.6,2.39,3.21,2.69,4.06,3.01,-2.0,,True,16.506999999999998,11.056000000000001,5.397,3.0594,8.411800000000001,0.8714456138158547,89.76715686274511,player history,5040.0,0.0711445177725118,0.0149545893929203,9.143008547008549,0.0,,,,38.0,3375.0,0.8300000000000001,0.7075695000000001,0.022133333333333335,0.018868520000000003,16.0,0.0,1.0,37.0,38.0,0.9736842105263158,90.0,1.0,90.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.5
Mukiele,Mukiele (SUN),Sunderland,DEF,5.5,2.7,200834,Nordi Mukiele,SUN,False,Mukiele,False,32.56,19.37,5.920000000000001,3.76,4.11,3.0,2.77,2.29,3.44,2.84,3.51,3.65,3.19,16.72,3.0399999999999996,0.9,3.86,3.14,2.75,2.42,3.65,-2.650000000000002,,True,16.094,8.98,7.486,3.2811999999999997,8.8808,0.7176089263790625,89.14850136239782,player history,2784.0,0.1294289669821525,0.0778866583643358,9.740386695511086,0.0,,,,33.0,2784.0,1.59,2.4969363799999997,0.05140086206896552,0.0807199260775862,26.0,3.0,5.0,32.0,33.0,0.9696969696969697,45.0,2.0,45.0,0.0,0.0,-0.1595957595248902,0.0430015486157864,17,4,-1.090859547158444,1736.0,1001.0,5.0,1.3598200174861137,13.0,0.9373583103653522,0,5.5
Enzo,Enzo (CHE),Chelsea,MID,7.0,4.8,448047,Enzo Fernández,CHE,False,Enzo,False,32.44,19.509999999999998,4.634285714285714,3.05,2.61,2.46,4.76,3.05,3.58,2.98,3.7,3.23,3.04,24.369999999999997,3.481428571428571,3.8,4.2,2.99,5.1,3.81,4.47,4.859999999999999,,True,30.031,1.701,0.708,4.0076,10.899000000000001,0.6371984527075455,87.77195767195768,player history,4587.0,0.4459041263466344,0.207984432649081,7.200587803085966,0.0,2.0,2.0,3.0,36.0,3114.0,11.31,7.5701218,0.326878612716763,0.2187896473988439,67.0,10.0,5.0,35.0,36.0,0.9722222222222222,28.0,1.0,28.0,0.0,0.0,0.1836375664015244,-0.0207718609867338,5,12,0.852585347922589,1831.0,15.0,21.0,1.3863447699183449,11.0,1.0737940848414846,0,7.0
Calvert-Lewin,Calvert-Lewin (LEE),Leeds,FWD,6.0,29.5,177815,Dominic Calvert-Lewin,LEE,False,Calvert-Lewin,False,32.43,19.549999999999997,5.405,3.03,4.23,2.96,3.59,3.24,2.5,3.31,2.98,3.06,3.53,22.09,3.6816666666666666,3.55,3.99,3.46,4.08,4.17,2.84,2.5400000000000027,,True,32.426,0.0,0.004,3.5220999999999996,10.03,0.647975133782156,84.97874720357942,player history,3527.5,0.4151625342958839,0.0411953271962165,3.625327631397434,0.1007795889440113,1.0,,,35.0,2721.0,15.42,1.10133289,0.5100330760749724,0.03642776923925027,67.0,14.0,2.0,30.0,35.0,0.8571428571428571,217.0,4.0,54.25,0.0,0.0,-0.0142035236369779,-0.0754441195474228,11,15,-1.013737187036834,1797.0,1001.0,7.5,1.5188598248684002,12.5,0.9692268750094524,0,6.0
Muñoz,Muñoz (CRY),Crystal Palace,DEF,5.5,8.8,247348,Daniel Muñoz Mejía,CRY,False,Muñoz,False,32.28,19.07,5.869090909090909,3.13,2.02,3.11,4.26,3.1,3.45,2.97,3.75,3.29,3.19,12.5,2.272727272727273,1.25,1.82,2.07,2.85,2.06,2.45,-6.57,,True,19.988,10.475,1.817,3.436,9.5343,0.7739629216041196,88.60663983903422,player history,4016.5,0.226550661258133,0.1240793990877657,6.793338461538461,0.0,,,,29.0,2400.0,2.392,3.9679554,0.08969999999999999,0.1487983275,27.0,4.0,4.0,29.0,29.0,1.0,43.0,1.0,43.0,0.0,0.44,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,5.5
Calafiori,Calafiori (ARS),Arsenal,DEF,5.5,41.3,466075,Riccardo Calafiori,ARS,False,Calafiori,False,31.93,19.64,5.805454545454546,3.34,4.76,2.83,2.86,2.68,3.17,2.79,3.02,2.55,3.94,19.65,3.5727272727272723,4.63,2.94,3.0,3.19,2.78,3.11,0.00999999999999801,,True,19.285,10.509,2.136,4.056,11.274799999999999,0.3353329349781997,81.51595744680851,player history,2189.0,0.1864021412361982,0.0488365549885098,7.9099869675560734,0.0,,,,28.0,1697.0,3.33,0.75615205,0.17660577489687684,0.04010234796700059,32.0,1.0,2.0,22.0,28.0,0.7857142857142857,273.0,5.0,54.6,0.4,0.02,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,5.5
João Pedro,João Pedro (CHE),Chelsea,FWD,7.5,66.3,475168,João Pedro Junqueira de Jesus,CHE,False,João Pedro,False,31.89,19.97,4.252,2.79,4.62,2.19,4.33,2.81,3.23,2.65,3.44,3.09,2.73,26.46,3.528,4.14,4.6,3.22,5.57,4.11,4.82,6.490000000000002,,True,31.884,0.0,0.006,3.9364,11.4845,0.5095290520525664,82.6456102783726,player history,3634.5,0.5112069832951335,0.0849185194078803,3.9960574486060265,0.0,,,,35.0,2658.0,15.0566,1.94352908,0.5098171557562077,0.06580798239277652,59.0,15.0,9.0,31.0,35.0,0.8857142857142857,241.0,4.0,80.33333333333333,0.0,0.0,0.1836375664015244,-0.0207718609867338,5,12,0.852585347922589,1831.0,15.0,21.0,1.3863447699183449,11.0,1.0737940848414846,0,7.5
Murillo,Murillo (NFO),Nott'm Forest,DEF,5.5,1.7,575476,Murillo Costa dos Santos,NFO,False,Murillo,False,31.82,20.23,5.785454545454545,3.36,3.54,3.42,2.95,3.75,3.21,2.76,3.49,2.69,2.66,20.19,3.6709090909090913,3.83,2.59,3.41,2.89,4.27,3.2,-0.03999999999999915,,True,14.840000000000003,9.863999999999999,7.1160000000000005,3.0521000000000003,8.358,0.8030556210362084,88.80620985010707,player history,3725.5,0.0644844193477769,0.0320220383712578,10.626899488926746,0.0,,3.0,,25.0,2130.0,0.73,0.46422994,0.03084507042253521,0.01961534957746479,10.0,1.0,0.0,25.0,26.0,0.9615384615384616,90.0,1.0,90.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.5
Ballard,Ballard (SUN),Sunderland,DEF,5.0,5.3,223827,Daniel Ballard,SUN,False,Ballard,False,31.69,19.130000000000003,6.338,3.62,4.24,2.91,2.71,2.3,3.35,2.78,3.35,3.41,3.02,20.34,4.068,4.18,3.95,3.24,2.84,2.49,3.64,1.2099999999999973,,True,14.72,8.082,8.888,3.2587,8.4656,0.5571468438541352,88.07761732851986,player history,2144.0,0.1223265678168059,0.0489681261665389,11.31520781567653,0.0,,,,29.0,2144.0,2.4,0.56691883,0.10074626865671642,0.023797898647388058,26.0,2.0,2.0,24.0,29.0,0.8275862068965517,45.0,1.0,45.0,0.0,0.0,-0.1595957595248902,0.0430015486157864,17,4,-1.090859547158444,1736.0,1001.0,5.0,1.3598200174861137,13.0,0.9373583103653522,0,5.0
van Ewijk,van Ewijk (COV),Coventry,DEF,4.0,13.3,451284,Milan van Ewijk,COV,False,van Ewijk,True,31.66,18.71,7.915,2.31,4.48,2.27,3.26,2.92,3.47,3.1,3.33,3.59,2.94,15.53,3.8825,1.68,3.98,1.72,2.81,2.41,2.93,-3.1800000000000015,,True,14.703999999999999,7.905,9.051,3.1129000000000002,8.358,0.8388763424723658,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,90.0,1.0,90.0,0.0,0.0,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,4.0
Konsa,Konsa (ARS),Arsenal,DEF,4.5,11.4,199798,Ezri Konsa Ngoyo,ARS,False,Konsa,False,31.37,18.48,6.971111111111111,3.58,2.7,2.89,3.11,2.88,3.32,2.92,3.27,2.67,4.02,,,,,,,,,,,False,16.547,14.527000000000001,0.29600000000000004,3.2765999999999997,7.847499999999999,0.7093130141503345,89.29533213644524,player history,4503.5,0.0611203231573872,0.0174052176283999,6.6372979745249525,0.0,,,,36.0,3035.0,1.25,0.6489087299999999,0.03706754530477759,0.019242762998352553,11.0,0.0,1.0,34.0,36.0,0.9444444444444444,,,,,,0.306541748174989,0.5456367033856973,2,1,1.7079738846388108,2064.0,2.5,101.0,0.7593381876414202,10.05,1.1953980873144028,0,
Donnarumma,Donnarumma (MCI),Man City,GK,5.5,8.3,204936,Gianluigi Donnarumma,MCI,False,Donnarumma,False,31.33,18.52,5.696363636363636,2.85,3.62,3.53,2.41,3.51,2.6,3.71,2.89,3.26,2.96,20.680000000000003,3.7600000000000007,3.66,3.37,4.02,2.93,3.85,2.85,2.1600000000000037,,True,15.773999999999997,15.556000000000001,0.0,2.759,6.51,0.8150498495352032,89.98564231738035,player history,3060.0,0.0062069866044776,0.0016647764570289,1.436567164179105,0.0,,,,34.0,3060.0,0.0,0.15192463,0.0,0.0044683714705882355,0.0,0.0,0.0,34.0,34.0,1.0,270.0,3.0,90.0,0.0,0.0,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,5.5
Ampadu,Ampadu (LEE),Leeds,MID,5.5,1.4,199598,Ethan Ampadu,LEE,False,Ampadu,False,31.16,18.830000000000002,5.665454545454545,3.01,3.63,3.0,3.31,3.18,2.7,3.06,3.01,2.98,3.28,19.28,3.505454545454546,3.18,3.49,3.03,3.41,3.43,2.74,0.4499999999999993,,True,21.723,2.021,7.4159999999999995,2.6431999999999998,8.575,0.8739447804944733,88.27199017199017,player history,3119.0,0.148091688089512,0.0580314330933222,11.607222924224512,0.0,,,,35.0,3119.0,2.49,2.1197355300000003,0.07184995190766272,0.06116582164155178,23.0,1.0,4.0,35.0,35.0,1.0,271.0,4.0,67.75,0.0,0.0,-0.0142035236369779,-0.0754441195474228,11,15,-1.013737187036834,1797.0,1001.0,7.5,1.5188598248684002,12.5,0.9692268750094524,0,5.5
Groß,Groß (BHA),Brighton,MID,5.5,13.3,60307,Pascal Groß,BHA,False,Groß,False,31.11,18.8,5.656363636363636,3.2,3.24,3.2,3.29,2.81,3.06,3.33,3.01,2.7,3.26,22.470000000000002,4.085454545454546,3.98,3.34,4.25,4.0,3.21,3.69,3.6700000000000017,,True,28.688999999999997,2.379,0.042,3.3409999999999997,9.2476,0.7009969289465413,88.2139240506329,player history,1636.0,0.2827430302996043,0.2061955651191478,4.5852176370830975,0.1,1.0,1.0,1.0,19.0,1636.0,1.4268,3.76745296,0.0784914425427873,0.2072559696821516,16.0,1.0,6.0,18.0,19.0,0.9473684210526315,175.0,2.0,87.5,0.0,0.0,0.0842682216689143,0.0973748541570488,9,3,0.0297333718288103,1842.0,101.0,15.0,1.3234673027835793,10.8,1.130590346257485,0,5.5
Bassey,Bassey (FUL),Fulham,DEF,4.5,0.8,232892,Calvin Bassey,FUL,False,Bassey,False,30.92,17.87,6.871111111111111,2.66,3.96,3.09,2.36,2.57,3.23,4.02,3.16,2.65,3.22,16.46,3.657777777777778,2.56,2.93,3.26,2.02,2.5,3.19,-1.4100000000000001,,True,15.895,10.719,4.306,3.0672,8.411800000000001,0.8442052783717285,89.7189349112426,player history,4069.0,0.0655665337202963,0.0219585777302595,8.854274383078732,0.0,,,,30.0,2532.0,1.7,0.3489067,0.06042654028436019,0.01240189691943128,13.0,1.0,1.0,28.0,32.0,0.875,180.0,2.0,90.0,0.0,0.0,-0.0437533840320386,-0.0184124304418098,12,10,-0.4710331570871442,1813.0,251.0,7.0,1.3248346722551338,12.0,1.0152557049594606,0,4.5
Muharemović,Muharemović (LEE),Leeds,DEF,5.0,3.4,522047,Tarik Muharemović,LEE,False,Muharemović,True,30.88,18.68,6.176,3.08,3.48,2.98,3.48,3.48,2.18,2.87,3.08,2.64,3.62,19.34,3.868,3.13,3.63,2.96,3.65,3.74,2.23,0.6600000000000001,,True,16.647,8.739,5.494000000000001,3.5543,8.4656,0.7070310116558413,87.5,positional fallback,0.0,0.1092948469717025,0.054907706709325,8.421520428158146,0.0,,,,,,,,,,,,,,,,290.0,4.0,72.5,0.0,0.0,-0.0142035236369779,-0.0754441195474228,11,15,-1.013737187036834,1797.0,1001.0,7.5,1.5188598248684002,12.5,0.9692268750094524,0,5.0
Mykolenko,Mykolenko (EVE),Everton,DEF,4.5,1.6,224967,Vitalii Mykolenko,EVE,False,Mykolenko,False,30.45,19.099999999999998,6.766666666666667,3.27,3.17,2.43,2.87,3.69,3.67,2.8,2.05,2.81,3.67,18.09,4.02,3.35,2.62,2.52,2.38,3.69,3.53,-1.009999999999998,,True,16.368999999999996,11.659,2.4219999999999997,2.8893999999999997,8.1118,0.8731836685148877,89.52872531418313,player history,4501.0,0.0827358017452568,0.0698408160679533,7.622265408106608,0.0,,,,34.0,2959.0,0.26,2.41586281,0.007908077053058465,0.0734801125042244,9.0,0.0,1.0,33.0,34.0,0.9705882352941176,74.0,1.0,74.0,0.0,0.05,-0.0485965292955978,-0.0016800106760029,14,8,-0.3604498186276618,1803.0,251.0,13.0,1.3469411290581967,14.0,0.8592747333873535,0,4.5
Rodon,Rodon (LEE),Leeds,DEF,4.5,3.6,214225,Joe Rodon,LEE,False,Rodon,False,30.43,18.479999999999997,6.762222222222222,3.03,3.41,2.96,3.41,3.43,2.24,2.84,3.09,2.57,3.45,18.509999999999998,4.113333333333333,3.01,3.47,2.84,3.48,3.56,2.15,0.030000000000001137,,True,14.948999999999998,8.457,7.024,3.0258,8.358,0.7574997578274706,89.5159151193634,player history,2952.0,0.0659900497688752,0.0256333183932344,9.277080123266565,0.0,,,,35.0,2952.0,1.4,0.57585956,0.042682926829268296,0.017556693902439028,18.0,2.0,0.0,33.0,35.0,0.9428571428571428,285.0,4.0,71.25,0.0,0.0,-0.0142035236369779,-0.0754441195474228,11,15,-1.013737187036834,1797.0,1001.0,7.5,1.5188598248684002,12.5,0.9692268750094524,0,4.5
Evanilson,Evanilson (BOU),Bournemouth,FWD,6.0,2.7,444102,Francisco Evanilson de Lima Barbosa,BOU,False,Evanilson,False,30.41,18.52,5.068333333333333,2.43,4.11,3.09,3.02,3.14,2.73,3.01,2.65,3.14,3.1,20.19,3.365,2.95,3.72,3.38,3.76,3.33,3.05,1.6700000000000017,,True,30.405,0.0,0.005,3.4834000000000005,10.582699999999999,0.7092829055432771,82.48591549295774,player history,3908.5,0.4314680797751127,0.0623770278490495,4.465664549732717,0.0,,,,36.0,2741.0,10.59,1.4818488,0.34771981028821597,0.04865610798978475,70.0,6.0,7.0,32.0,36.0,0.8888888888888888,61.0,2.0,61.0,0.0,0.0,0.1506897455710198,-0.0576312175215828,6,14,-0.3357978660576632,1872.0,251.0,15.0,1.5252296038761777,10.0,1.1669618261656498,0,6.0
Keane,Keane (EVE),Everton,DEF,5.0,1.5,106611,Michael Keane,EVE,False,Keane,False,30.39,18.71,6.078,3.25,2.41,2.6,3.02,3.74,3.69,2.91,2.16,2.96,3.66,7.59,1.518,1.49,1.02,1.03,1.01,1.5,1.54,-11.120000000000001,,True,14.809999999999999,9.117,6.463,3.3453000000000004,8.7194,0.656844395712588,88.7997512437811,player history,3111.0,0.0935174988601544,0.0102594314174429,11.32060434281322,0.0,,,,34.0,2588.0,2.34,0.50694892,0.08137557959814527,0.017629599227202475,26.0,3.0,1.0,29.0,34.0,0.8529411764705882,154.0,2.0,77.0,0.05,0.01,-0.0485965292955978,-0.0016800106760029,14,8,-0.3604498186276618,1803.0,251.0,13.0,1.3469411290581967,14.0,0.8592747333873535,0,5.0
M.Sangaré,M.Sangaré (BRE),Brentford,MID,5.6,6.8,513545,Mamadou Sangaré,BRE,False,M.Sangaré,True,30.38,18.11,5.425,3.16,3.48,2.97,2.73,3.01,2.76,3.05,3.54,3.02,2.66,20.369999999999997,3.6374999999999997,3.57,3.31,3.7,3.37,3.24,3.18,2.259999999999998,,True,26.403,2.2,1.7770000000000001,3.6551,9.4476,0.7380219620972498,83.1,positional fallback,0.0,0.2290683366041628,0.10719119226608,8.189865176177413,0.0,,,,,,,,,,,,,,,,71.0,1.0,71.0,0.11,0.09,0.1430094199147795,-0.010658247439459,7,9,-0.3895837925260162,1837.0,251.0,11.0,1.3527334738773589,13.0,0.9307068915414188,0,5.5
N.Williams,N.Williams (NFO),Nott'm Forest,DEF,5.0,9.4,215136,Neco Williams,NFO,False,N.Williams,False,30.37,19.36,6.074,3.12,3.34,3.34,2.78,3.76,3.02,2.51,3.38,2.63,2.5,20.3,4.0600000000000005,3.92,2.45,3.44,2.82,4.48,3.19,0.9400000000000013,,True,17.611,9.763,2.996,3.1994,8.8295,0.7096211056251934,89.27839851024208,player history,4498.0,0.1483205143158018,0.090057278912897,7.956693602961665,0.0,,2.0,1.0,37.0,3203.0,1.9600000000000002,3.70696048,0.055073368716827976,0.10416061292538245,42.0,2.0,3.0,36.0,37.0,0.972972972972973,90.0,1.0,90.0,0.0,0.0,-0.0456385418439161,0.0051716257511739,13,6,-0.1703073359666486,1822.0,151.0,12.0,1.395107616469235,11.5,1.058773755013881,0,5.0
E.Le Fée,E.Le Fée (SUN),Sunderland,MID,6.0,9.2,484420,Enzo Le Fée,SUN,False,E.Le Fée,False,30.21,18.22,5.035,3.2,4.03,2.88,2.64,2.51,2.96,2.83,3.1,3.08,2.96,23.15,3.858333333333333,4.38,4.33,3.79,3.34,3.24,4.07,4.93,,True,24.19,2.142,3.878,2.6405000000000003,8.4656,0.7502057057599717,86.76149870801034,player history,2930.0,0.2605197339422663,0.1843519725249231,9.635932787591557,0.0,2.0,2.0,1.0,36.0,2930.0,5.19,6.41073496,0.15941979522184302,0.19691677351535836,36.0,5.0,6.0,33.0,36.0,0.9166666666666666,45.0,2.0,45.0,0.0,0.0,-0.1595957595248902,0.0430015486157864,17,4,-1.090859547158444,1736.0,1001.0,5.0,1.3598200174861137,13.0,0.9373583103653522,0,6.0
Garner,Garner (EVE),Everton,MID,6.0,0.1,232928,James Garner,EVE,False,Garner,False,30.17,18.56,5.028333333333333,2.88,3.61,2.78,2.9,3.17,3.22,2.95,2.54,2.89,3.23,18.459999999999997,3.076666666666666,0.38,3.45,3.34,3.36,4.03,3.9,-0.10000000000000142,,True,20.986000000000004,2.179,7.005,2.8293,8.492500000000001,0.8264582890431815,88.45673624288425,player history,4210.0,0.1993872204134286,0.1389659587237988,11.703959986461584,0.0,3.0,1.0,1.0,38.0,3413.0,2.03,5.96926489,0.05353061822443597,0.1574080984764137,45.0,2.0,7.0,38.0,38.0,1.0,,,,,,-0.0485965292955978,-0.0016800106760029,14,8,-0.3604498186276618,1803.0,251.0,13.0,1.3469411290581967,14.0,0.8592747333873535,0,6.0
Cherki,Cherki (MCI),Man City,MID,7.5,9.9,466052,Rayan Cherki,MCI,False,Cherki,False,30.17,18.93,4.022666666666667,2.89,4.74,3.26,2.53,2.9,2.61,3.45,2.6,2.7,2.47,13.989999999999998,1.865333333333333,1.91,2.34,2.86,2.04,2.74,2.1,-4.940000000000001,,True,28.191,1.664,0.315,4.1076999999999995,11.180299999999999,0.225615526492749,81.73594470046083,player history,1772.0,0.580244705859375,0.3906358773655,7.132547669491525,0.0,,1.0,1.0,33.0,1772.0,4.15,8.603993710000001,0.21077878103837472,0.43699742319413093,52.0,4.0,13.0,19.0,34.0,0.5588235294117647,30.0,1.0,30.0,0.02,0.44,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,7.5
Richards,Richards (CRY),Crystal Palace,DEF,5.0,0.7,427623,Chris Richards,CRY,False,Richards,False,30.09,18.51,6.018,2.95,3.19,2.82,3.64,2.82,3.09,2.66,3.27,2.86,2.79,19.380000000000003,3.8760000000000003,3.16,2.72,3.04,4.02,3.05,3.39,0.870000000000001,,True,14.46,8.801,6.829,3.2872,8.514500000000002,0.7645270385538422,89.30614406779661,player history,3787.0,0.1130371114896093,0.0291191982409278,10.232689655172411,0.0,,,,33.0,2825.0,2.36,1.36936665,0.0751858407079646,0.04362584017699115,14.0,1.0,0.0,31.0,34.0,0.9117647058823529,90.0,1.0,90.0,0.0,0.01,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,5.0
Wirtz,Wirtz (LIV),Liverpool,MID,7.5,11.9,494595,Florian Wirtz,LIV,False,Wirtz,False,30.09,19.299999999999997,4.012,3.16,4.37,3.33,3.07,2.81,2.56,2.74,2.89,2.41,2.74,25.12,3.3493333333333335,3.97,4.5,4.35,4.53,3.97,3.8,5.820000000000004,,True,28.07,1.631,0.389,3.6722,10.078,0.5601952785445357,82.31406727828747,player history,2374.0,0.4257468992804639,0.1982263500073251,6.913759188321772,0.0,4.0,2.0,3.0,33.0,2374.0,6.88,5.01774381,0.2608256107834878,0.19022617645324347,51.0,5.0,4.0,27.0,33.0,0.8181818181818182,177.0,3.0,59.0,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,7.5
Foden,Foden (MCI),Man City,MID,7.0,4.2,209244,Phil Foden,MCI,False,Foden,False,30.0,18.790000000000003,4.285714285714286,2.86,4.71,3.25,2.47,2.93,2.57,3.45,2.58,2.67,2.51,21.84,3.12,4.34,3.51,4.22,2.94,3.93,2.9,3.049999999999997,,True,27.643,1.927,0.43,4.1176,11.1776,0.3663343887432565,84.00994623655913,player history,2967.5,0.4640032083757588,0.2256867698969924,7.159921141134175,0.0,,3.0,3.0,35.0,2078.0,6.03,4.85065922,0.2611645813282002,0.21008629923002886,54.0,7.0,5.0,23.0,36.0,0.6388888888888888,218.0,3.0,72.66666666666667,0.1,0.03,0.3979137564561784,0.3023979198869594,1,2,1.5720974480619654,1971.0,3.5,67.0,1.0050081070657415,12.3,0.9984810217456443,0,7.0
Dewsbury-Hall,Dewsbury-Hall (EVE),Everton,MID,6.5,4.3,215413,Kiernan Dewsbury-Hall,EVE,False,Dewsbury-Hall,False,29.86,18.56,4.593846153846154,2.82,3.54,2.7,2.82,3.34,3.34,2.9,2.21,2.82,3.38,25.5,3.923076923076923,4.6,3.87,3.83,3.65,4.93,4.62,6.940000000000001,,True,26.298,2.221,1.341,3.1893000000000002,9.3372,0.6323185559110427,87.53323863636362,player history,2758.5,0.316588657002658,0.1567918395315706,7.941051035397811,0.0,,,2.0,31.0,2629.0,4.32,5.36310801,0.1478889311525295,0.18359822019779384,39.0,8.0,7.0,30.0,31.0,0.967741935483871,154.0,2.0,77.0,0.54,0.08,-0.0485965292955978,-0.0016800106760029,14,8,-0.3604498186276618,1803.0,251.0,13.0,1.3469411290581967,14.0,0.8592747333873535,0,6.5
Mitchell,Mitchell (CRY),Crystal Palace,DEF,4.5,5.8,244723,Tyrick Mitchell,CRY,False,Mitchell,False,29.84,18.17,6.631111111111111,2.89,2.77,2.86,3.72,2.81,3.12,2.61,3.31,2.9,2.84,18.43,4.095555555555555,2.9,2.47,2.89,4.01,2.83,3.33,0.259999999999998,,True,16.546999999999997,9.833,3.46,3.0289,8.4656,0.8024599264163549,87.54258943781943,player history,4804.0,0.1233809572891433,0.0859921269288468,7.995763809822935,0.0,,,,38.0,3253.0,1.6,2.53814828,0.044266830617891176,0.07022236249615739,19.0,1.0,3.0,36.0,38.0,0.9473684210526315,180.0,3.0,60.0,0.08,0.49,-0.1171465215222359,0.0042638165422642,16,7,-0.2542419079126018,1804.0,151.0,7.5,1.3534243888033963,11.5,1.066056186213018,0,4.5
Thomas,Thomas (COV),Coventry,DEF,4.0,8.0,461102,Bobby Thomas,COV,False,Thomas,True,29.82,17.689999999999998,7.455,2.22,4.26,2.1,3.09,2.78,3.24,2.92,3.1,3.4,2.71,15.98,3.995,1.9,3.9,1.91,2.84,2.5,2.93,-1.7099999999999973,,True,13.978,7.46,8.382,3.1004,8.358,0.7889169308516427,87.5,positional fallback,0.0,0.0780161196265875,0.0391938534500658,8.421520428158146,0.0,,,,,,,,,,,,,,,,,,,,,-0.2513420068722135,-0.260770580087077,18,18,-1.3315882955947056,1661.0,1001.0,1.85,1.757725872128414,13.0,0.9031690971170778,1,4.0
Isak,Isak (LIV),Liverpool,FWD,9.0,16.7,219168,Alexander Isak,LIV,False,Isak,False,29.77,19.39,3.307777777777778,3.13,4.72,3.29,2.94,2.77,2.54,2.65,2.78,2.3,2.65,31.44,3.4933333333333336,4.94,5.67,5.46,5.72,4.94,4.71,12.05,,True,29.759999999999998,0.0,0.01,3.8244999999999996,11.2908,0.4843928135380287,81.16329966329967,player history,2078.5,0.5448900065567117,0.0785458382331189,4.179677163270707,0.0,2.0,,,15.0,694.0,2.59,0.10417487,0.335878962536023,0.013509709365994237,17.0,3.0,1.0,8.0,16.0,0.5,188.0,3.0,62.666666666666664,0.0,0.0,0.2217904378795187,-0.0207728027571259,4,13,1.3549493323437265,1911.0,6.0,51.0,1.4367612878896527,9.9,1.2427165780373892,0,9.0
